Prefix,FirstName,MiddleName,LastName,Suffix,Address,City,State,Zip+4,St/Dis,BioguideID,Party,Blue Dogs,Progressives,New Dems,Problem Solvers,Republican Governance Group / Tuesday Group,Freedom Caucus,Main Street Caucus,Republican Study Committee,The Squad / Justice Democrats,Republican Main Street Partnership,,,,
The Honorable,Michael,K.,Simpson,, 2084 Rayburn House Office Building,Washington,DC,20515-1202,ID02,S001148,R,,,,,,,Yes,,,yes,,,,
The Honorable,Elissa,,Slotkin,, 2245 Rayburn House Office Building,Washington,DC,20515-2207,MI07,S001208,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Adam,,Smith,, 2264 Rayburn House Office Building,Washington,DC,20515-4709,WA09,S000510,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Adrian,,Smith,, 502 Cannon House Office Building,Washington,DC,20515-2703,NE03,S001172,R,,,,,,,,Yes,,,,,,
The Honorable,Christopher,H.,Smith,, 2373 Rayburn House Office Building,Washington,DC,20515-3004,NJ04,S000522,R,,,,,,,,Yes,,,,,,
The Honorable,Jason,,Smith,, 1011 Longworth House Office Building,Washington,DC,20515-2508,MO08,S001195,R,,,,,,,,Yes,,,,,,
The Honorable,Lloyd,,Smucker,, 302 Cannon House Office Building,Washington,DC,20515-3811,PA11,S001199,R,,,,,,,,Yes,,,,,,
The Honorable,Eric,,Sorensen,, 1205 Longworth House Office Building,Washington,DC,20515-1317,IL17,S001225,D,,,Yes,,,,,,,,,,,
The Honorable,Darren,,Soto,, 2353 Rayburn House Office Building,Washington,DC,20515-0909,FL09,S001200,D,,Yes,Yes,Yes,,,,,,,,,,
The Honorable,Abigail,Davis,Spanberger,, 562 Cannon House Office Building,Washington,DC,20515-4607,VA07,S001209,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Victoria,,Spartz,, 1609 Longworth House Office Building,Washington,DC,20515-1405,IN05,S000929,R,,,,,,,,Yes,,,,,,
The Honorable,Melanie,A.,Stansbury,, 1421 Longworth House Office Building,Washington,DC,20515-3101,NM01,S001218,D,,Yes,,,,,,,,,,,,
The Honorable,Greg,,Stanton,, 207 Cannon House Office Building,Washington,DC,20515-0304,AZ04,S001211,D,,,Yes,,,,,,,,,,,
The Honorable,Pete,,Stauber,, 145 Cannon House Office Building,Washington,DC,20515-2308,MN08,S001212,R,,,,,Yes,,Yes,Yes,,yes,,,,
The Honorable,Michelle,,Steel,, 1127 Longworth House Office Building,Washington,DC,20515-0545,CA45,S001135,R,,,,,Yes,,Yes,,,yes,,,,
The Honorable,Elise,M.,Stefanik,, 2211 Rayburn House Office Building,Washington,DC,20515-3221,NY21,S001196,R,,,,,Yes,,Yes,Yes,,yes,,,,
The Honorable,Bryan,,Steil,, 1526 Longworth House Office Building,Washington,DC,20515-4901,WI01,S001213,R,,,,Yes,Yes,,YEs,Yes,,yes,,,,
The Honorable,W.,Gregory,Steube,, 2457 Rayburn House Office Building,Washington,DC,20515-0917,FL17,S001214,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Haley,M.,Stevens,, 2411 Rayburn House Office Building,Washington,DC,20515-2211,MI11,S001215,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Marilyn,,Strickland,, 1708 Longworth House Office Building,Washington,DC,20515-4710,WA10,S001159,D,,,Yes,,,,,,,,,,,
The Honorable,Dale,W.,Strong,, 1337 Longworth House Office Building,Washington,DC,20515-0105,AL05,S001220,R,,,,,,,,Yes,,,,,,
The Honorable,Thomas,R.,Suozzi,, 1117 Longworth House Office Building,Washington,DC,20515-3203,NY03,S001201,D,,,Yes,,,,,,,,,,,
The Honorable,Eric,,Swalwell,, 174 Cannon House Office Building,Washington,DC,20515-0514,CA14,S001193,D,,,,,,,,,,,,,,
The Honorable,Emilia,Strong,Sykes,, 1217 Longworth House Office Building,Washington,DC,20515-3513,OH13,S001223,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Mark,,Takano,, 2078 Rayburn House Office Building,Washington,DC,20515-0539,CA39,T000472,D,,Yes,,,,,,,,,,,,
The Honorable,Claudia,,Tenney,, 2349 Rayburn House Office Building,Washington,DC,20515-3224,NY24,T000478,R,,,,,,,,,,,,,,
The Honorable,Shri,,Thanedar,, 1039 Longworth House Office Building,Washington,DC,20515-2213,MI13,T000488,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Bennie,G.,Thompson,, 2466 Rayburn House Office Building,Washington,DC,20515-2402,MS02,T000193,D,,,,,,,,,,,,,,
The Honorable,Glenn,,Thompson,, 400 Cannon House Office Building,Washington,DC,20515-3815,PA15,T000467,R,,,,,Yes,,,,,,,,,
The Honorable,Mike,,Thompson,, 268 Cannon House Office Building,Washington,DC,20515-0504,CA04,T000460,D,Yes,,,,,,,,,,,,,
The Honorable,Thomas,P.,Tiffany,, 451 Cannon House Office Building,Washington,DC,20515-4907,WI07,T000165,R,,,,,,Yes,,Yes,,,,,,
The Honorable,William,R.,Timmons,IV, 267 Cannon House Office Building,Washington,DC,20515-4004,SC04,T000480,R,,,,,,,,Yes,,,,,,
The Honorable,Dina,,Titus,, 2464 Rayburn House Office Building,Washington,DC,20515-2801,NV01,T000468,D,,,,,,,,,,,,,,
The Honorable,Rashida,,Tlaib,, 2438 Rayburn House Office Building,Washington,DC,20515-2212,MI12,T000481,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Jill,N.,Tokuda,, 1005 Longworth House Office Building,Washington,DC,20515-1102,HI02,T000487,D,,Yes,,,,,,,,,,,,
The Honorable,Paul,,Tonko,, 2369 Rayburn House Office Building,Washington,DC,20515-3220,NY20,T000469,D,,Yes,,,,,,,,,,,,
The Honorable,Norma,J.,Torres,, 2227 Rayburn House Office Building,Washington,DC,20515-0535,CA35,T000474,D,,,Yes,,,,,,,,,,,
The Honorable,Ritchie,,Torres,, 1414 Longworth House Office Building,Washington,DC,20515-3215,NY15,T000486,D,,,,,,,,,,,,,,
The Honorable,Lori,,Trahan,, 2439 Rayburn House Office Building,Washington,DC,20515-2103,MA03,T000482,D,,Yes,Yes,,,,,,,,,,,
The Honorable,David,J.,Trone,, 2404 Rayburn House Office Building,Washington,DC,20515-2006,MD06,T000483,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Michael,R.,Turner,, 2183 Rayburn House Office Building,Washington,DC,20515-3510,OH10,T000463,R,,,,,Yes,,Yes,Yes,,yes,,,,
The Honorable,Lauren,,Underwood,, 1410 Longworth House Office Building,Washington,DC,20515-1314,IL14,U000040,D,,,,,,,,,,,,,,
The Honorable,David,G.,Valadao,, 2465 Rayburn House Office Building,Washington,DC,20515-0522,CA22,V000129,R,,,,Yes,Yes,,Yes,,,yes,,,,
The Honorable,Jefferson,,Van Drew,, 2447 Rayburn House Office Building,Washington,DC,20515-3002,NJ02,V000133,R,,,,,,,,Yes,,,,,,
The Honorable,Beth,,Van Duyne,, 1725 Longworth House Office Building,Washington,DC,20515-4324,TX24,V000134,R,,,,,Yes,,,Yes,,,,,,
The Honorable,Derrick,,Van Orden,, 1513 Longworth House Office Building,Washington,DC,20515-4903,WI03,V000135,R,,,,,,,Yes,,,yes,,,,
The Honorable,Juan,,Vargas,, 2334 Rayburn House Office Building,Washington,DC,20515-0552,CA52,V000130,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Gabe,,Vasquez,, 1517 Longworth House Office Building,Washington,DC,20515-3102,NM02,V000136,D,,,Yes,,,,,,,,,,,
The Honorable,Marc,A.,Veasey,, 2348 Rayburn House Office Building,Washington,DC,20515-4333,TX33,V000131,D,,,Yes,,,,,,,,,,,
The Honorable,Nydia,M.,Velázquez,, 2302 Rayburn House Office Building,Washington,DC,20515-3207,NY07,V000081,D,,,,,,,,,,,,,,
The Honorable,Ann,,Wagner,, 2350 Rayburn House Office Building,Washington,DC,20515-2502,MO02,W000812,R,,,,,,,,Yes,,,,,,
The Honorable,Tim,,Walberg,, 2266 Rayburn House Office Building,Washington,DC,20515-2205,MI05,W000798,R,,,,,,,,Yes,,,,,,
The Honorable,Michael,,Waltz,, 244 Cannon House Office Building,Washington,DC,20515-0906,FL06,W000823,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Debbie,,Wasserman Schultz,, 270 Cannon House Office Building,Washington,DC,20515-0925,FL25,W000797,D,,,Yes,,,,,,,,,,,
The Honorable,Maxine,,Waters,, 2221 Rayburn House Office Building,Washington,DC,20515-0543,CA43,W000187,D,,Yes,,,,,,,,,,,,
The Honorable,Bonnie,,Watson Coleman,, 168 Cannon House Office Building,Washington,DC,20515-3012,NJ12,W000822,D,,Yes,,,,,,,,,,,,
The Honorable,Randy,K.,Weber,Sr., 107 Cannon House Office Building,Washington,DC,20515-4314,TX14,W000814,R,,,,,,,,Yes,,,,,,
The Honorable,Daniel,,Webster,, 2184 Rayburn House Office Building,Washington,DC,20515-0911,FL11,W000806,R,,,,,,,,Yes,,,,,,
The Honorable,Brad,R.,Wenstrup,, 2335 Rayburn House Office Building,Washington,DC,20515-3502,OH02,W000815,R,,,,,,,,Yes,,,,,,
The Honorable,Bruce,,Westerman,, 202 Cannon House Office Building,Washington,DC,20515-0404,AR04,W000821,R,,,,,,,,Yes,,,,,,
The Honorable,Jennifer,,Wexton,, 1210 Longworth House Office Building,Washington,DC,20515-4610,VA10,W000825,D,,,Yes,,,,,,,,,,,
The Honorable,Susan,,Wild,, 1027 Longworth House Office Building,Washington,DC,20515-3807,PA07,W000826,D,,,Yes,,,,,,,,,,,
The Honorable,Brandon,,Williams,, 1022 Longworth House Office Building,Washington,DC,20515-3222,NY22,W000828,R,,,,Yes,Yes,,Yes,Yes,,yes,,,,
The Honorable,Nikema,,Williams,, 1406 Longworth House Office Building,Washington,DC,20515-1005,GA05,W000788,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Roger,,Williams,, 2336 Rayburn House Office Building,Washington,DC,20515-4325,TX25,W000816,R,,,,,,,,Yes,,,,,,
The Honorable,Frederica,S.,Wilson,, 2080 Rayburn House Office Building,Washington,DC,20515-0924,FL24,W000808,D,,Yes,,,,,,,,,,,,
The Honorable,Joe,,Wilson,, 1436 Longworth House Office Building,Washington,DC,20515-4002,SC02,W000795,R,,,,,,,,Yes,,,,,,
The Honorable,Robert,J.,Wittman,, 2055 Rayburn House Office Building,Washington,DC,20515-4601,VA01,W000804,R,,,,,,,,Yes,,,,,,
The Honorable,Steve,,Womack,, 2412 Rayburn House Office Building,Washington,DC,20515-0403,AR03,W000809,R,,,,,Yes,,,,,,,,,
The Honorable,Rudy,,Yakym,III, 349 Cannon House Office Building,Washington,DC,20515-1402,IN02,Y000067,R,,,,,,,,Yes,,,,,,
The Honorable,Ryan,K.,Zinke,, 512 Cannon House Office Building,Washington,DC,20515-2600,MT01,Z000018,R,,,,,,,,Yes,,,,,,
,,,Office of the 18 Congressional District of Texas,, 2314 Rayburn House Office Building,Washington,DC,20515-4318,TX18,, ,,,,,,,,,,,,,,
,,,Office of the 8 Congressional District of Wisconsin,, 1211 Longworth House Office Building,Washington,DC,20515-4908,WI08,, ,,,,,,,,,,,,,,
,,,Office of the 9 Congressional District of New Jersey,, 2409 Rayburn House Office Building,Washington,DC,20515-3009,NJ09,, ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
